CHR,START,STOP,GENE
scaffold_10,1314650,1319003,Migut.J00281.1.v2.0
scaffold_10,1314277,1319003,Migut.J00281.2.v2.0
scaffold_10,1320665,1321921,Migut.J00282.1.v2.0
scaffold_10,1323629,1324453,Migut.J00283.1.v2.0
scaffold_10,1324959,1325972,Migut.J00284.1.v2.0
scaffold_10,1326482,1327585,Migut.J00285.1.v2.0
scaffold_10,1328402,1329339,Migut.J00286.1.v2.0
scaffold_10,1330564,1331507,Migut.J00287.1.v2.0
scaffold_10,1331991,1333176,Migut.J00288.1.v2.0
scaffold_10,1334210,1335305,Migut.J00289.1.v2.0
scaffold_10,1334210,1335305,Migut.J00289.2.v2.0
scaffold_10,1336172,1337185,Migut.J00290.1.v2.0
scaffold_10,1338375,1339319,Migut.J00291.1.v2.0
scaffold_10,1339927,1341375,Migut.J00292.1.v2.0
scaffold_10,1339927,1341375,Migut.J00292.2.v2.0
scaffold_10,1341843,1344639,Migut.J00293.1.v2.0
scaffold_10,1345431,1348192,Migut.J00294.1.v2.0
scaffold_10,1348516,1351103,Migut.J00295.1.v2.0
scaffold_10,1352771,1355779,Migut.J00296.1.v2.0
scaffold_10,1352760,1354661,Migut.J00296.2.v2.0
scaffold_10,1361187,1367087,Migut.J00297.1.v2.0
scaffold_10,1366471,1369075,Migut.J00298.1.v2.0
scaffold_10,1373953,1374951,Migut.J00299.1.v2.0
scaffold_10,1378508,1379014,Migut.J00300.1.v2.0
scaffold_10,1380712,1383025,Migut.J00301.1.v2.0
scaffold_10,1383564,1384106,Migut.J00302.1.v2.0
scaffold_10,1385379,1387455,Migut.J00303.1.v2.0
scaffold_10,1387818,1390097,Migut.J00304.1.v2.0
scaffold_10,1391152,1392400,Migut.J00305.1.v2.0
scaffold_10,1392489,1392855,Migut.J00306.1.v2.0
scaffold_10,1392964,1395682,Migut.J00307.1.v2.0
scaffold_10,1395950,1398677,Migut.J00308.1.v2.0
scaffold_10,1395950,1398677,Migut.J00308.2.v2.0
scaffold_10,1400462,1401272,Migut.J00309.1.v2.0
scaffold_10,1402492,1405463,Migut.J00310.1.v2.0
scaffold_10,1406889,1408738,Migut.J00311.1.v2.0
scaffold_10,1409557,1411822,Migut.J00312.1.v2.0
scaffold_10,1414234,1416397,Migut.J00313.1.v2.0
scaffold_10,1417143,1420146,Migut.J00314.1.v2.0
scaffold_10,1420999,1422347,Migut.J00315.1.v2.0
scaffold_10,1420999,1422347,Migut.J00315.2.v2.0
scaffold_10,1422597,1424834,Migut.J00316.1.v2.0
scaffold_10,1425559,1426345,Migut.J00317.1.v2.0
scaffold_10,1428861,1430444,Migut.J00318.1.v2.0
scaffold_10,1433119,1437609,Migut.J00319.1.v2.0
scaffold_10,1440557,1443066,Migut.J00320.1.v2.0
scaffold_10,1441051,1443066,Migut.J00320.2.v2.0
scaffold_10,1441118,1443066,Migut.J00320.3.v2.0
scaffold_10,1443640,1446179,Migut.J00321.1.v2.0
scaffold_10,1446397,1447583,Migut.J00322.1.v2.0
scaffold_10,1448837,1451357,Migut.J00323.1.v2.0
scaffold_10,1452351,1457969,Migut.J00324.1.v2.0
scaffold_10,1452333,1457574,Migut.J00324.2.v2.0
scaffold_10,1465847,1468009,Migut.J00325.1.v2.0
scaffold_10,1472154,1475391,Migut.J00326.1.v2.0
scaffold_10,1479848,1481231,Migut.J00327.1.v2.0
scaffold_10,1482672,1484417,Migut.J00328.1.v2.0
scaffold_10,1485314,1488703,Migut.J00329.1.v2.0
scaffold_10,1489497,1490132,Migut.J00330.1.v2.0
scaffold_10,1492510,1494177,Migut.J00331.1.v2.0
scaffold_10,1494252,1497675,Migut.J00332.1.v2.0
scaffold_10,1494232,1497675,Migut.J00332.2.v2.0
scaffold_10,1494252,1497675,Migut.J00332.3.v2.0
scaffold_10,1498058,1501142,Migut.J00333.1.v2.0
scaffold_10,1498058,1500828,Migut.J00333.2.v2.0
scaffold_10,1507672,1508491,Migut.J00334.1.v2.0
scaffold_10,1510696,1513061,Migut.J00335.1.v2.0
scaffold_10,1515163,1517283,Migut.J00336.1.v2.0
scaffold_10,1517554,1520676,Migut.J00337.1.v2.0
scaffold_10,1525907,1527584,Migut.J00338.1.v2.0
scaffold_10,1525907,1527828,Migut.J00338.2.v2.0
scaffold_10,1531108,1533198,Migut.J00339.1.v2.0
scaffold_10,1534959,1535432,Migut.J00340.1.v2.0
scaffold_10,1541268,1542800,Migut.J00341.1.v2.0
scaffold_10,1543990,1546370,Migut.J00342.1.v2.0
scaffold_10,1546711,1550531,Migut.J00343.1.v2.0
scaffold_10,1552468,1555106,Migut.J00344.1.v2.0
scaffold_10,1558504,1561219,Migut.J00345.1.v2.0
scaffold_10,1561544,1562347,Migut.J00346.1.v2.0
scaffold_10,1562802,1565417,Migut.J00347.1.v2.0
scaffold_10,1566488,1569574,Migut.J00348.1.v2.0
scaffold_10,1571715,1574344,Migut.J00349.1.v2.0
scaffold_10,1571715,1574344,Migut.J00349.2.v2.0
scaffold_10,1574521,1574977,Migut.J00350.1.v2.0
scaffold_10,1575587,1579346,Migut.J00351.1.v2.0
scaffold_10,1575587,1578691,Migut.J00351.2.v2.0
scaffold_10,1580077,1583208,Migut.J00352.1.v2.0
scaffold_10,1584493,1584816,Migut.J00353.1.v2.0
scaffold_10,1585119,1587321,Migut.J00354.1.v2.0
scaffold_10,1587708,1588144,Migut.J00355.1.v2.0
scaffold_10,1590553,1593011,Migut.J00356.1.v2.0
scaffold_10,1593905,1594445,Migut.J00357.1.v2.0
scaffold_10,1597040,1597456,Migut.J00358.1.v2.0
scaffold_10,1603669,1611793,Migut.J00359.1.v2.0
scaffold_10,1613320,1615118,Migut.J00360.1.v2.0
scaffold_10,1615907,1620776,Migut.J00361.1.v2.0
scaffold_10,1621196,1624077,Migut.J00362.1.v2.0
scaffold_10,1621196,1624077,Migut.J00362.2.v2.0
scaffold_10,1625887,1626945,Migut.J00363.1.v2.0
scaffold_10,1628113,1629017,Migut.J00364.1.v2.0
scaffold_10,1629451,1631772,Migut.J00365.1.v2.0
scaffold_10,1632183,1636231,Migut.J00366.1.v2.0
scaffold_10,1632183,1636496,Migut.J00366.2.v2.0
scaffold_10,1638437,1643367,Migut.J00367.1.v2.0
scaffold_10,1638437,1643367,Migut.J00367.2.v2.0
scaffold_10,1648919,1651109,Migut.J00368.1.v2.0
scaffold_10,1652663,1661482,Migut.J00369.1.v2.0
scaffold_10,1661583,1665109,Migut.J00370.1.v2.0
scaffold_10,1661583,1665109,Migut.J00370.2.v2.0
scaffold_10,1673158,1678970,Migut.J00371.1.v2.0
scaffold_10,1679329,1682360,Migut.J00372.1.v2.0
scaffold_10,1682108,1683496,Migut.J00373.1.v2.0
scaffold_10,1683550,1685611,Migut.J00374.1.v2.0
scaffold_10,1683550,1685467,Migut.J00374.2.v2.0
scaffold_10,1687054,1692552,Migut.J00375.1.v2.0
scaffold_10,1687054,1692552,Migut.J00375.2.v2.0
scaffold_10,1694258,1695704,Migut.J00376.1.v2.0
scaffold_10,1696016,1697439,Migut.J00377.1.v2.0
scaffold_10,1701716,1707104,Migut.J00378.1.v2.0
scaffold_10,1707565,1708334,Migut.J00379.1.v2.0
scaffold_10,1710459,1711063,Migut.J00380.1.v2.0
scaffold_10,1713718,1714347,Migut.J00381.1.v2.0
scaffold_10,1715819,1717178,Migut.J00382.1.v2.0
scaffold_10,1717922,1720993,Migut.J00383.1.v2.0
scaffold_10,1718464,1720993,Migut.J00383.2.v2.0
scaffold_10,1721632,1723831,Migut.J00384.1.v2.0
scaffold_10,1725238,1728756,Migut.J00385.1.v2.0
scaffold_10,1731215,1732162,Migut.J00386.1.v2.0
scaffold_10,1733902,1738011,Migut.J00387.1.v2.0
scaffold_10,1739181,1740488,Migut.J00388.1.v2.0
scaffold_10,1743442,1745866,Migut.J00389.1.v2.0
scaffold_10,1746503,1749680,Migut.J00390.1.v2.0
scaffold_10,1746503,1749680,Migut.J00390.2.v2.0
scaffold_10,1747867,1749680,Migut.J00390.3.v2.0
scaffold_10,1750072,1750723,Migut.J00391.1.v2.0
scaffold_10,1751708,1752424,Migut.J00392.1.v2.0
scaffold_10,1752668,1754350,Migut.J00393.1.v2.0
scaffold_10,1757359,1759845,Migut.J00394.1.v2.0
scaffold_10,1761054,1762595,Migut.J00395.1.v2.0
scaffold_10,1761054,1762595,Migut.J00395.2.v2.0
scaffold_10,1764248,1767265,Migut.J00396.1.v2.0
scaffold_10,1764218,1767265,Migut.J00396.2.v2.0
scaffold_10,1764296,1767265,Migut.J00396.3.v2.0
scaffold_10,1768372,1771039,Migut.J00397.1.v2.0
scaffold_10,1768372,1771039,Migut.J00397.2.v2.0
scaffold_10,1771313,1775312,Migut.J00398.1.v2.0
scaffold_10,1776135,1778491,Migut.J00399.1.v2.0
scaffold_10,1779728,1781538,Migut.J00400.1.v2.0
scaffold_10,1781833,1784988,Migut.J00401.1.v2.0
scaffold_10,1789444,1795479,Migut.J00402.1.v2.0
scaffold_10,1789444,1795479,Migut.J00402.2.v2.0
scaffold_10,1789444,1795479,Migut.J00402.3.v2.0
scaffold_10,1796683,1798264,Migut.J00403.1.v2.0
scaffold_10,1799195,1804779,Migut.J00404.1.v2.0
scaffold_10,1807459,1811727,Migut.J00405.1.v2.0
scaffold_10,1813847,1816602,Migut.J00406.1.v2.0
scaffold_10,1817359,1819701,Migut.J00407.1.v2.0
scaffold_10,1819849,1824418,Migut.J00408.1.v2.0
scaffold_10,1826300,1827397,Migut.J00409.1.v2.0
scaffold_10,1832380,1835647,Migut.J00410.1.v2.0
scaffold_10,1836985,1839464,Migut.J00411.1.v2.0
scaffold_10,1837104,1839212,Migut.J00411.2.v2.0
scaffold_10,1837230,1839212,Migut.J00411.3.v2.0
scaffold_10,1840351,1847663,Migut.J00412.1.v2.0
scaffold_10,1848518,1850048,Migut.J00413.1.v2.0
scaffold_10,1850904,1854024,Migut.J00414.1.v2.0
scaffold_10,1854393,1856700,Migut.J00415.1.v2.0
scaffold_10,1857121,1862685,Migut.J00416.1.v2.0
scaffold_10,1863188,1865815,Migut.J00417.1.v2.0
scaffold_10,1863355,1866982,Migut.J00417.2.v2.0
scaffold_10,1868986,1871901,Migut.J00418.1.v2.0
scaffold_10,1874475,1877063,Migut.J00419.1.v2.0
scaffold_10,1877436,1880055,Migut.J00420.1.v2.0
scaffold_10,1877436,1879316,Migut.J00420.2.v2.0
scaffold_10,1880204,1881028,Migut.J00421.1.v2.0
scaffold_10,1883688,1884503,Migut.J00422.1.v2.0
scaffold_10,1887371,1889016,Migut.J00423.1.v2.0
scaffold_10,1891532,1893471,Migut.J00424.1.v2.0
scaffold_10,1894484,1895834,Migut.J00425.1.v2.0
scaffold_10,1896760,1899396,Migut.J00426.1.v2.0
scaffold_10,1903307,1905597,Migut.J00427.1.v2.0
scaffold_10,1909824,1910485,Migut.J00428.1.v2.0
scaffold_10,1911759,1914714,Migut.J00429.1.v2.0
scaffold_10,1914969,1915178,Migut.J00430.1.v2.0
scaffold_10,1915230,1915481,Migut.J00431.1.v2.0
scaffold_10,1916345,1922166,Migut.J00432.1.v2.0
scaffold_10,1919965,1920923,Migut.J00433.1.v2.0
scaffold_10,1925550,1926661,Migut.J00434.1.v2.0
scaffold_10,1938814,1943061,Migut.J00435.1.v2.0
scaffold_10,1950497,1959000,Migut.J00436.1.v2.0
scaffold_10,1961865,1973555,Migut.J00437.1.v2.0
scaffold_10,1977762,1983149,Migut.J00438.1.v2.0
scaffold_10,1986541,1989712,Migut.J00439.1.v2.0
scaffold_10,1989810,1995274,Migut.J00440.1.v2.0
scaffold_10,1997062,1999991,Migut.J00441.1.v2.0
scaffold_10,2003675,2006532,Migut.J00442.1.v2.0
scaffold_10,2003675,2006532,Migut.J00442.2.v2.0
scaffold_10,2033800,2035478,Migut.J00443.1.v2.0
scaffold_10,2065373,2071627,Migut.J00444.1.v2.0
scaffold_10,2065373,2071627,Migut.J00444.2.v2.0
scaffold_10,2076635,2078388,Migut.J00445.1.v2.0
scaffold_10,2079314,2080252,Migut.J00446.1.v2.0
scaffold_10,2087718,2088421,Migut.J00447.1.v2.0
scaffold_10,2090459,2093745,Migut.J00448.1.v2.0
scaffold_10,2090459,2093745,Migut.J00448.2.v2.0
scaffold_10,2106527,2108360,Migut.J00449.1.v2.0
scaffold_10,2108672,2111751,Migut.J00450.1.v2.0
scaffold_10,2113098,2114073,Migut.J00451.1.v2.0
scaffold_10,2132819,2133771,Migut.J00452.1.v2.0
scaffold_10,2138218,2141109,Migut.J00453.1.v2.0
scaffold_10,2142117,2145304,Migut.J00454.1.v2.0
scaffold_10,2149690,2153059,Migut.J00455.1.v2.0
scaffold_10,2155058,2158332,Migut.J00456.1.v2.0
scaffold_10,2158396,2163523,Migut.J00457.1.v2.0
scaffold_10,2186613,2191443,Migut.J00458.1.v2.0
scaffold_10,2191525,2192566,Migut.J00459.1.v2.0
scaffold_10,2209011,2210230,Migut.J00460.1.v2.0
scaffold_10,2223891,2224971,Migut.J00461.1.v2.0
scaffold_10,2225711,2226781,Migut.J00462.1.v2.0
scaffold_10,2231195,2232298,Migut.J00463.1.v2.0
scaffold_10,2234376,2235914,Migut.J00464.1.v2.0
scaffold_10,2245537,2247380,Migut.J00465.1.v2.0
scaffold_10,2247622,2249319,Migut.J00466.1.v2.0
scaffold_10,2264586,2273974,Migut.J00467.1.v2.0
scaffold_10,2282775,2283206,Migut.J00468.1.v2.0
scaffold_10,2286405,2291447,Migut.J00469.1.v2.0
scaffold_10,2297790,2302291,Migut.J00470.1.v2.0
scaffold_10,2309609,2311684,Migut.J00471.1.v2.0
scaffold_10,2331935,2333939,Migut.J00472.1.v2.0
scaffold_10,2342285,2343199,Migut.J00473.1.v2.0
scaffold_10,2350030,2353337,Migut.J00474.1.v2.0
scaffold_10,2356009,2357978,Migut.J00475.1.v2.0
scaffold_10,2371322,2375385,Migut.J00476.1.v2.0
scaffold_10,2371608,2375378,Migut.J00476.2.v2.0
scaffold_10,2382481,2385223,Migut.J00477.1.v2.0
scaffold_10,2382481,2385223,Migut.J00477.2.v2.0
scaffold_10,2388226,2389480,Migut.J00478.1.v2.0
scaffold_10,2392794,2396250,Migut.J00479.1.v2.0
scaffold_10,2400522,2407705,Migut.J00480.1.v2.0
scaffold_10,2408753,2412003,Migut.J00481.1.v2.0
scaffold_10,2424251,2428060,Migut.J00482.1.v2.0
scaffold_10,2431186,2434526,Migut.J00483.1.v2.0
scaffold_10,2435753,2436302,Migut.J00484.1.v2.0
scaffold_10,2445209,2448216,Migut.J00485.1.v2.0
scaffold_10,2450658,2454899,Migut.J00486.1.v2.0
scaffold_10,2456535,2457323,Migut.J00487.1.v2.0
scaffold_10,2476245,2480159,Migut.J00488.1.v2.0
scaffold_10,2483249,2486491,Migut.J00489.1.v2.0
scaffold_10,2505109,2508237,Migut.J00490.1.v2.0
scaffold_10,2519586,2521564,Migut.J00491.1.v2.0
scaffold_10,2537304,2538716,Migut.J00492.1.v2.0
scaffold_10,2551614,2558951,Migut.J00493.1.v2.0
scaffold_10,2551614,2558951,Migut.J00493.2.v2.0
scaffold_10,2584201,2586967,Migut.J00494.1.v2.0
scaffold_10,2589152,2593850,Migut.J00495.1.v2.0
scaffold_10,2596285,2598672,Migut.J00496.1.v2.0
scaffold_10,2629193,2633694,Migut.J00497.1.v2.0
scaffold_10,2654520,2654940,Migut.J00498.1.v2.0
scaffold_10,2654946,2656701,Migut.J00499.1.v2.0
scaffold_10,2657672,2658586,Migut.J00500.1.v2.0
scaffold_10,2659064,2659568,Migut.J00501.1.v2.0
scaffold_10,2659384,2663299,Migut.J00502.1.v2.0
scaffold_10,2667479,2669878,Migut.J00503.1.v2.0
scaffold_10,2672958,2676052,Migut.J00504.1.v2.0
scaffold_10,2675121,2677099,Migut.J00505.1.v2.0
scaffold_10,2677574,2679147,Migut.J00506.1.v2.0
scaffold_10,2679539,2681095,Migut.J00507.1.v2.0
scaffold_10,2681486,2683069,Migut.J00508.1.v2.0
scaffold_10,2683121,2684948,Migut.J00509.1.v2.0
scaffold_10,2687392,2689665,Migut.J00510.1.v2.0
scaffold_10,2700161,2700672,Migut.J00511.1.v2.0
scaffold_10,2701044,2703000,Migut.J00512.1.v2.0
scaffold_10,2703642,2705722,Migut.J00513.1.v2.0
scaffold_10,2710662,2712801,Migut.J00514.1.v2.0
scaffold_10,2713604,2715400,Migut.J00515.1.v2.0
scaffold_10,2715548,2716316,Migut.J00516.1.v2.0
scaffold_10,2717422,2721210,Migut.J00517.1.v2.0
scaffold_10,2725730,2725955,Migut.J00518.1.v2.0
scaffold_10,2738765,2740723,Migut.J00519.1.v2.0
scaffold_10,2740769,2744208,Migut.J00520.1.v2.0
scaffold_10,2746378,2747362,Migut.J00521.1.v2.0
scaffold_10,2747406,2751853,Migut.J00522.1.v2.0
scaffold_10,2747406,2751853,Migut.J00522.2.v2.0
scaffold_10,2747406,2750961,Migut.J00522.3.v2.0
scaffold_10,2753557,2756374,Migut.J00523.1.v2.0
scaffold_10,2753557,2757082,Migut.J00523.2.v2.0
scaffold_10,2758203,2764005,Migut.J00524.1.v2.0
scaffold_10,2764470,2768219,Migut.J00525.1.v2.0
scaffold_10,2772488,2773488,Migut.J00526.1.v2.0
scaffold_10,2776976,2777758,Migut.J00527.1.v2.0
scaffold_10,2778754,2780486,Migut.J00528.1.v2.0
scaffold_10,2781130,2784600,Migut.J00529.1.v2.0
scaffold_10,2784819,2786319,Migut.J00530.1.v2.0
scaffold_10,2791956,2793988,Migut.J00531.1.v2.0
scaffold_10,2795025,2796699,Migut.J00532.1.v2.0
scaffold_10,2796758,2798444,Migut.J00533.1.v2.0
scaffold_10,2802042,2805295,Migut.J00534.1.v2.0
scaffold_10,2811747,2813979,Migut.J00535.1.v2.0
scaffold_10,2814377,2817766,Migut.J00536.1.v2.0
scaffold_10,2840956,2843483,Migut.J00537.1.v2.0
scaffold_10,2843942,2845907,Migut.J00538.1.v2.0
scaffold_10,2847153,2849444,Migut.J00539.1.v2.0
scaffold_10,2854981,2861705,Migut.J00540.1.v2.0
scaffold_10,2861925,2862919,Migut.J00541.1.v2.0
scaffold_10,2862109,2862919,Migut.J00541.2.v2.0
scaffold_10,2869487,2873050,Migut.J00542.1.v2.0
scaffold_10,2874033,2876704,Migut.J00543.1.v2.0
scaffold_10,2879794,2881747,Migut.J00544.1.v2.0
scaffold_10,2886568,2887272,Migut.J00545.1.v2.0
scaffold_10,2890428,2891522,Migut.J00546.1.v2.0
scaffold_10,2892096,2892594,Migut.J00547.1.v2.0
scaffold_10,2892799,2893387,Migut.J00548.1.v2.0
scaffold_10,2900308,2901642,Migut.J00549.1.v2.0
scaffold_10,2902155,2907962,Migut.J00550.1.v2.0
scaffold_10,2909412,2911891,Migut.J00551.1.v2.0
scaffold_10,2928738,2931359,Migut.J00552.1.v2.0
scaffold_10,2931505,2933522,Migut.J00553.1.v2.0
scaffold_10,2937331,2940671,Migut.J00554.1.v2.0
scaffold_10,2940920,2946452,Migut.J00555.1.v2.0
scaffold_10,2949922,2952593,Migut.J00556.1.v2.0
scaffold_10,2960497,2961009,Migut.J00557.1.v2.0
scaffold_10,2962993,2970294,Migut.J00558.1.v2.0
scaffold_10,2962993,2970100,Migut.J00558.2.v2.0
scaffold_10,3074178,3075914,Migut.J00559.1.v2.0
scaffold_10,3081037,3082961,Migut.J00560.1.v2.0
scaffold_10,3084199,3086166,Migut.J00561.1.v2.0
scaffold_10,3084297,3086562,Migut.J00561.2.v2.0
scaffold_10,3086069,3087649,Migut.J00562.1.v2.0
scaffold_10,3100943,3111633,Migut.J00563.1.v2.0
scaffold_10,3100943,3111633,Migut.J00563.10.v2.0
scaffold_10,3100943,3111633,Migut.J00563.11.v2.0
scaffold_10,3100943,3111633,Migut.J00563.12.v2.0
scaffold_10,3100943,3111633,Migut.J00563.2.v2.0
scaffold_10,3100943,3111633,Migut.J00563.3.v2.0
scaffold_10,3100943,3111633,Migut.J00563.4.v2.0
scaffold_10,3100943,3111633,Migut.J00563.5.v2.0
scaffold_10,3100943,3111633,Migut.J00563.6.v2.0
scaffold_10,3100943,3111633,Migut.J00563.7.v2.0
scaffold_10,3100943,3111633,Migut.J00563.8.v2.0
scaffold_10,3100943,3111633,Migut.J00563.9.v2.0
scaffold_10,3112755,3113662,Migut.J00564.1.v2.0
scaffold_10,3114649,3116274,Migut.J00565.1.v2.0
scaffold_10,3119022,3120766,Migut.J00566.1.v2.0
scaffold_10,3123256,3125064,Migut.J00567.1.v2.0
scaffold_10,3127015,3128234,Migut.J00568.1.v2.0
scaffold_10,3151676,3153857,Migut.J00569.1.v2.0
scaffold_10,3189758,3193164,Migut.J00570.1.v2.0
scaffold_10,3189758,3193164,Migut.J00570.2.v2.0
scaffold_10,3196813,3198737,Migut.J00571.1.v2.0
scaffold_10,3198762,3200800,Migut.J00572.1.v2.0
scaffold_10,3204345,3213036,Migut.J00573.1.v2.0
scaffold_10,3204345,3213038,Migut.J00573.2.v2.0
scaffold_10,3216918,3219732,Migut.J00574.1.v2.0
scaffold_10,3220160,3223892,Migut.J00575.1.v2.0
scaffold_10,3225032,3225820,Migut.J00576.1.v2.0
scaffold_10,3226639,3229555,Migut.J00577.1.v2.0
scaffold_10,3229623,3230220,Migut.J00578.1.v2.0
scaffold_10,3231625,3234305,Migut.J00579.1.v2.0
scaffold_10,3259333,3261027,Migut.J00580.1.v2.0
scaffold_10,3261211,3265143,Migut.J00581.1.v2.0
scaffold_10,3266348,3268694,Migut.J00582.1.v2.0
scaffold_10,3270655,3273577,Migut.J00583.1.v2.0
scaffold_10,3283715,3288084,Migut.J00584.1.v2.0
scaffold_10,3294260,3296375,Migut.J00585.1.v2.0
scaffold_10,3304024,3305868,Migut.J00586.1.v2.0
scaffold_10,3306254,3308334,Migut.J00587.1.v2.0
scaffold_10,3308837,3312126,Migut.J00588.1.v2.0
scaffold_10,3312240,3313704,Migut.J00589.1.v2.0
scaffold_10,3313943,3316933,Migut.J00590.1.v2.0
scaffold_10,3317207,3319307,Migut.J00591.1.v2.0
scaffold_10,3319658,3321627,Migut.J00592.1.v2.0
scaffold_10,3322408,3324824,Migut.J00593.1.v2.0
scaffold_10,3322408,3324892,Migut.J00593.2.v2.0
scaffold_10,3325087,3329146,Migut.J00594.1.v2.0
scaffold_10,3329459,3331486,Migut.J00595.1.v2.0
scaffold_10,3337549,3338839,Migut.J00596.1.v2.0
scaffold_10,3339581,3341397,Migut.J00597.1.v2.0
scaffold_10,3342280,3344420,Migut.J00598.1.v2.0
scaffold_10,3346839,3348258,Migut.J00599.1.v2.0
scaffold_10,3348716,3350506,Migut.J00600.1.v2.0
scaffold_10,3351115,3352557,Migut.J00601.1.v2.0
scaffold_10,3353381,3355526,Migut.J00602.1.v2.0
scaffold_10,3357081,3360195,Migut.J00603.1.v2.0
scaffold_10,3357081,3360140,Migut.J00603.2.v2.0
scaffold_10,3363409,3367496,Migut.J00604.1.v2.0
scaffold_10,3367674,3370036,Migut.J00605.1.v2.0
scaffold_10,3371768,3373668,Migut.J00606.1.v2.0
scaffold_10,3395661,3397926,Migut.J00607.1.v2.0
scaffold_10,3399111,3400532,Migut.J00608.1.v2.0
scaffold_10,3403467,3408078,Migut.J00609.1.v2.0
scaffold_10,3403824,3404296,Migut.J00610.1.v2.0
scaffold_10,3421575,3422563,Migut.J00611.1.v2.0
scaffold_10,3427113,3432556,Migut.J00612.1.v2.0
scaffold_10,3434989,3438693,Migut.J00613.1.v2.0
scaffold_10,3442353,3443131,Migut.J00614.1.v2.0
scaffold_10,3443977,3445127,Migut.J00615.1.v2.0
scaffold_10,3451836,3456203,Migut.J00616.1.v2.0
scaffold_10,3451836,3456229,Migut.J00616.2.v2.0
scaffold_10,3456175,3458741,Migut.J00617.1.v2.0
scaffold_10,3456175,3458406,Migut.J00617.2.v2.0
scaffold_10,3460420,3462011,Migut.J00618.1.v2.0
scaffold_10,3462227,3462815,Migut.J00619.1.v2.0
scaffold_10,3463300,3466136,Migut.J00620.1.v2.0
scaffold_10,3476711,3478001,Migut.J00621.1.v2.0
scaffold_10,3479076,3479477,Migut.J00622.1.v2.0
scaffold_10,3481199,3481600,Migut.J00623.1.v2.0
scaffold_10,3488655,3489056,Migut.J00624.1.v2.0
scaffold_10,3491035,3491436,Migut.J00625.1.v2.0
scaffold_10,3494787,3495188,Migut.J00626.1.v2.0
scaffold_10,3504116,3504421,Migut.J00627.1.v2.0
scaffold_10,3524216,3524617,Migut.J00628.1.v2.0
scaffold_10,3526240,3526641,Migut.J00629.1.v2.0
scaffold_10,3534228,3534551,Migut.J00630.1.v2.0
scaffold_10,3539026,3539283,Migut.J00631.1.v2.0
scaffold_10,3541164,3541565,Migut.J00632.1.v2.0
scaffold_10,3543200,3543601,Migut.J00633.1.v2.0
scaffold_10,3549901,3550368,Migut.J00634.1.v2.0
scaffold_10,3568050,3568451,Migut.J00635.1.v2.0
scaffold_10,3578606,3581641,Migut.J00636.1.v2.0
scaffold_10,3578606,3581132,Migut.J00636.2.v2.0
scaffold_10,3601266,3603741,Migut.J00637.1.v2.0
scaffold_10,3604799,3606899,Migut.J00638.1.v2.0
scaffold_10,3607394,3611580,Migut.J00639.1.v2.0
scaffold_10,3613952,3616903,Migut.J00640.1.v2.0
scaffold_10,3619254,3621928,Migut.J00641.1.v2.0
scaffold_10,3619254,3621928,Migut.J00641.2.v2.0
scaffold_10,3621929,3624342,Migut.J00642.1.v2.0
scaffold_10,3627568,3632104,Migut.J00643.1.v2.0
scaffold_10,3627568,3632187,Migut.J00643.2.v2.0
scaffold_10,3627568,3632104,Migut.J00643.3.v2.0
scaffold_10,3637396,3639886,Migut.J00644.1.v2.0
scaffold_10,3640456,3641384,Migut.J00645.1.v2.0
scaffold_10,3653732,3658376,Migut.J00646.1.v2.0
scaffold_10,3658973,3661597,Migut.J00647.1.v2.0
scaffold_10,3658973,3661597,Migut.J00647.2.v2.0
scaffold_10,3663471,3665349,Migut.J00648.1.v2.0
scaffold_10,3665851,3666471,Migut.J00649.1.v2.0
scaffold_10,3666678,3668993,Migut.J00650.1.v2.0
scaffold_10,3666678,3668993,Migut.J00650.2.v2.0
scaffold_10,3666678,3668993,Migut.J00650.3.v2.0
scaffold_10,3666678,3668993,Migut.J00650.4.v2.0
scaffold_10,3669468,3671548,Migut.J00651.1.v2.0
scaffold_10,3682032,3687540,Migut.J00652.1.v2.0
scaffold_10,3684628,3684912,Migut.J00653.1.v2.0
scaffold_10,3690542,3691478,Migut.J00654.1.v2.0
scaffold_10,3696673,3699730,Migut.J00655.1.v2.0
scaffold_10,3707640,3709771,Migut.J00656.1.v2.0
scaffold_10,3721183,3721503,Migut.J00657.1.v2.0
scaffold_10,3744474,3746880,Migut.J00658.1.v2.0
scaffold_10,3748329,3748688,Migut.J00659.1.v2.0
scaffold_10,3759600,3759959,Migut.J00660.1.v2.0
scaffold_10,3786206,3798738,Migut.J00661.1.v2.0
scaffold_10,3799722,3805242,Migut.J00662.1.v2.0
scaffold_10,3799722,3805242,Migut.J00662.2.v2.0
scaffold_10,3806456,3809280,Migut.J00663.1.v2.0
scaffold_10,3811035,3814108,Migut.J00664.1.v2.0
scaffold_10,3826984,3830600,Migut.J00665.1.v2.0
scaffold_10,3831691,3834253,Migut.J00666.1.v2.0
scaffold_10,3834978,3836461,Migut.J00667.1.v2.0
scaffold_10,3837853,3840855,Migut.J00668.1.v2.0
scaffold_10,3845497,3849257,Migut.J00669.1.v2.0
scaffold_10,3845497,3849257,Migut.J00669.2.v2.0
scaffold_10,3849651,3850023,Migut.J00670.1.v2.0
scaffold_10,3856759,3858618,Migut.J00671.1.v2.0
scaffold_10,3861798,3863260,Migut.J00672.1.v2.0
scaffold_10,3872020,3873156,Migut.J00673.1.v2.0
